restaurant_id,name,link,city,area,cuisine,rating,votes,has_online_delivery,has_table_booking,price
23786,Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=23786,bangalore,Koramangala,"Pizzas, Italian, Pastas, Desserts",4.4,21K+,1,0,₹400 for two
50467,Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=50467,bangalore,Koramangala,"Bakery, Desserts, Beverages, Snacks",4.5,13K+,1,0,₹300 for two
717421,Paris Panini - Gourmet Sandwiches & Wraps,https://www.swiggy.com/dapi/menu/pl?restaurantId=717421,bangalore,Koramangala,"sandwich, wrap, Fast Food, Pastas, Italian, Salads, Healthy Food, Desserts, Continental",4.6,5.4K+,1,0,₹500 for two
41913,Chinita Real Mexican Food,https://www.swiggy.com/dapi/menu/pl?restaurantId=41913,bangalore,Koramangala,"Mexican, Salads, Desserts, Beverages",4.6,8.2K+,1,0,₹750 for two
158855,Candice's Gourmet Sandwiches & Wraps,https://www.swiggy.com/dapi/menu/pl?restaurantId=158855,bangalore,BTM,"Salads, sandwich, Snacks",4.6,4.6K+,1,0,₹600 for two
263485,Chaayos Chai+Snacks=Relax,https://www.swiggy.com/dapi/menu/pl?restaurantId=263485,bangalore,Kormangala,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, Street Food, Sweets",4.5,5.8K+,1,0,₹250 for two
718430,The Pizza Bakery - Wood Fired Sourdough,https://www.swiggy.com/dapi/menu/pl?restaurantId=718430,bangalore,Koramangala,"Pizzas, Pastas, Italian, Desserts, Continental, Beverages",4.5,3.3K+,1,0,₹700 for two
733092,Caterspoint,https://www.swiggy.com/dapi/menu/pl?restaurantId=733092,bangalore,HSR,"Salads, Healthy food, Snacks, pastas, Lebanese, Mexican, Desserts, Beverages",4.4,3.1K+,1,0,₹500 for two
393840,Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=393840,bangalore,BTM,"Chinese, Asian, Tibetan, Desserts",4.2,6.9K+,1,0,₹250 for two
11211,Taco Bell,https://www.swiggy.com/dapi/menu/pl?restaurantId=11211,bangalore,Koramangala,"Mexican, Fast Food, Snacks",4.4,26K+,1,0,₹300 for two
780133,LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=780133,bangalore,KORAMANGALA,"Pizzas, Italian, Desserts",4.5,426,1,0,₹300 for two
53606,Sweet Chariot,https://www.swiggy.com/dapi/menu/pl?restaurantId=53606,bangalore,Koramangala,Desserts,4.5,3.4K+,1,0,₹500 for two
586682,Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=586682,bangalore,Koramangala,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",3.6,817,1,0,₹500 for two
74444,Samosa Party,https://www.swiggy.com/dapi/menu/pl?restaurantId=74444,bangalore,Koramangala,"Fast Food, Snacks, Beverages, Chaat, North Indian, Street Food, Sweets, Desserts, Punjabi, Bakery",4.4,19K+,1,0,₹100 for two
238806,Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=238806,bangalore,BTM Layout,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.6,2.5K+,1,0,₹400 for two
426776,Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=426776,bangalore,Koramangala,"Desserts, Bakery, Beverages",4.6,7.3K+,1,0,₹400 for two
10576,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10576,bangalore,Koramangala,Pizzas,4.3,22K+,1,0,₹350 for two
1087169,Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1087169,bangalore,Koramangala,"North Indian, Street Food, Beverages",3.9,39,1,0,₹200 for two
671928,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=671928,bangalore,Koramangla,"Burgers, Fast Food, Rolls & Wraps",4.2,6.8K+,1,0,₹400 for two
341867,Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=341867,bangalore,BTM,"Burgers, American",4.3,7.9K+,1,0,₹350 for two
23678,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23678,bangalore,Koramangala,"Burgers, Beverages, Cafe, Desserts",4.4,66K+,1,0,₹400 for two
619503,Litti Heist,https://www.swiggy.com/dapi/menu/pl?restaurantId=619503,bangalore,Koramangala,"North Indian, Bihari",4.3,17K+,1,0,₹200 for two
769775,Nahdi Mandi Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=769775,bangalore,BTM Layout,"Biryani, Arabian",4.3,10K+,1,0,₹450 for two
902452,Moms Dabba,https://www.swiggy.com/dapi/menu/pl?restaurantId=902452,bangalore,Koramangala,North Indian,4.4,1.9K+,1,0,₹400 for two
10894,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10894,bangalore,BTM Layout,Pizzas,4.4,14K+,1,0,₹350 for two
23683,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23683,bangalore,Btm Layout,"Burgers, Beverages, Cafe, Desserts",4.3,61K+,1,0,₹400 for two
334476,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=334476,bangalore,Jayanagar,"Burgers, Fast Food, Rolls & Wraps",4,8.6K+,1,0,₹400 for two
752839,Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=752839,bangalore,BTM Layout,"sandwich, Salads, wrap, Healthy Food",4.3,2.0K+,1,0,₹350 for two
709587,Amadora Gourmet Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=709587,bangalore,Jayanagar,"Ice Cream, Bakery",4.7,981,1,0,₹500 for two
733092,Caterspoint,https://www.swiggy.com/dapi/menu/pl?restaurantId=733092,bangalore,HSR,"Salads, Healthy food, Snacks, pastas, Lebanese, Mexican, Desserts, Beverages",4.4,3.1K+,1,0,₹500 for two
108097,Ambur Star Briyani Since 1890,https://www.swiggy.com/dapi/menu/pl?restaurantId=108097,bangalore,BTM Layout,"Biryani, Chettinad, Andhra, Beverages, Seafood",4.4,25K+,1,0,₹500 for two
736632,Saladspoint,https://www.swiggy.com/dapi/menu/pl?restaurantId=736632,bangalore,Koramangala,"Salads, Healthy food, Juices, Beverages",4.5,1.8K+,1,0,₹500 for two
681426,LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681426,bangalore,Btm Layout,"Pizzas, Italian, Desserts",4.6,710,1,0,₹300 for two
330839,RNR Biryani - Taste of 1953,https://www.swiggy.com/dapi/menu/pl?restaurantId=330839,bangalore,Jayanagar,"Biryani, South Indian, Kebabs",4.5,8.0K+,1,0,₹350 for two
8725,Krispy Kreme - Doughnuts & Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=8725,bangalore,BTM Layout,"Desserts, Cafe, Bakery, Coffee, Beverages, Snacks",4.5,4.3K+,1,0,₹170 for two
274767,Mealful Rolls - India's Biggest Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=274767,bangalore,BTM,"Fast Food, Snacks, North Indian, Desserts",4.5,567,1,0,₹250 for two
668624,Popeyes,https://www.swiggy.com/dapi/menu/pl?restaurantId=668624,bangalore,BTM Layout,"Burgers, Fast Food, Rolls & Wraps",4.4,5.7K+,1,0,₹350 for two
307,A2B - Adyar Ananda Bhavan,https://www.swiggy.com/dapi/menu/pl?restaurantId=307,bangalore,BTM Layout,"South Indian, Sweets, Chinese",4.5,89K+,1,0,₹300 for two
819537,GLOBO Ice Creams Of The World,https://www.swiggy.com/dapi/menu/pl?restaurantId=819537,bangalore,Madiwala,"Ice Cream, Desserts, Bakery",4.6,35,1,0,₹150 for two
416927,Keventers Waffles & Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=416927,bangalore,BTM Layout,"Ice Cream, Desserts",4.4,558,1,0,₹200 for two
616090,"Bhatti Chicken - Grilled, NOT Fried!",https://www.swiggy.com/dapi/menu/pl?restaurantId=616090,bangalore,BTM Layout,"North Indian, Snacks, Fast Food, Tandoor",4.5,97,1,0,₹250 for two
740342,Hola Pasta - Fresh Gourmet Pasta,https://www.swiggy.com/dapi/menu/pl?restaurantId=740342,bangalore,Btm Layout,"Pastas, Italian, Desserts, Beverages",4.5,176,1,0,₹250 for two
692045,BOOM - Sub Style Sandwiches,https://www.swiggy.com/dapi/menu/pl?restaurantId=692045,bangalore,Btm Layout,"Snacks, Indian, Desserts",4.6,220,1,0,₹250 for two
32285,Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=32285,bangalore,BTM Layout,"Momos, Chinese, fastfood, Asian, Beverages",4.2,9.9K+,1,0,₹250 for two
10894,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10894,bangalore,BTM Layout,Pizzas,4.4,14K+,1,0,₹350 for two
1122081,Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1122081,bangalore,HSR,"North Indian, Street Food, Beverages",3.8,14,1,0,₹200 for two
334476,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=334476,bangalore,Jayanagar,"Burgers, Fast Food, Rolls & Wraps",4,8.6K+,1,0,₹400 for two
23683,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23683,bangalore,Btm Layout,"Burgers, Beverages, Cafe, Desserts",4.3,61K+,1,0,₹400 for two
891388,Shawarma Farm,https://www.swiggy.com/dapi/menu/pl?restaurantId=891388,bangalore,BTM,"shawarma, Arabian, Snacks, Fast Food, Street Food, Beverages, Desserts",4.3,1.1K+,1,0,₹200 for two
380154,Kanti Sweets-Arekere,https://www.swiggy.com/dapi/menu/pl?restaurantId=380154,bangalore,BTM,Sweets,4.5,3.9K+,1,0,₹200 for two
35188,Savoury Seashell Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=35188,bangalore,Bannerghatta Road,"Arabian, Indian, Chinese, Tandoor, Biryani, Seafood, Kerala",4.2,23K+,1,0,₹450 for two
991399,Palooda,https://www.swiggy.com/dapi/menu/pl?restaurantId=991399,bangalore,Maruti Nagar,"Desserts, Ice Cream, Ice Cream Cakes",3.7,189,1,0,₹500 for two
10894,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10894,bangalore,BTM Layout,Pizzas,4.4,14K+,1,0,₹350 for two
23683,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23683,bangalore,Btm Layout,"Burgers, Beverages, Cafe, Desserts",4.3,61K+,1,0,₹400 for two
334476,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=334476,bangalore,Jayanagar,"Burgers, Fast Food, Rolls & Wraps",4,8.6K+,1,0,₹400 for two
752839,Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=752839,bangalore,BTM Layout,"sandwich, Salads, wrap, Healthy Food",4.3,2.0K+,1,0,₹350 for two
709587,Amadora Gourmet Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=709587,bangalore,Jayanagar,"Ice Cream, Bakery",4.7,981,1,0,₹500 for two
733092,Caterspoint,https://www.swiggy.com/dapi/menu/pl?restaurantId=733092,bangalore,HSR,"Salads, Healthy food, Snacks, pastas, Lebanese, Mexican, Desserts, Beverages",4.4,3.1K+,1,0,₹500 for two
108097,Ambur Star Briyani Since 1890,https://www.swiggy.com/dapi/menu/pl?restaurantId=108097,bangalore,BTM Layout,"Biryani, Chettinad, Andhra, Beverages, Seafood",4.4,25K+,1,0,₹500 for two
736632,Saladspoint,https://www.swiggy.com/dapi/menu/pl?restaurantId=736632,bangalore,Koramangala,"Salads, Healthy food, Juices, Beverages",4.5,1.8K+,1,0,₹500 for two
681426,LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681426,bangalore,Btm Layout,"Pizzas, Italian, Desserts",4.6,710,1,0,₹300 for two
330839,RNR Biryani - Taste of 1953,https://www.swiggy.com/dapi/menu/pl?restaurantId=330839,bangalore,Jayanagar,"Biryani, South Indian, Kebabs",4.5,8.0K+,1,0,₹350 for two
8725,Krispy Kreme - Doughnuts & Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=8725,bangalore,BTM Layout,"Desserts, Cafe, Bakery, Coffee, Beverages, Snacks",4.5,4.3K+,1,0,₹170 for two
274767,Mealful Rolls - India's Biggest Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=274767,bangalore,BTM,"Fast Food, Snacks, North Indian, Desserts",4.5,567,1,0,₹250 for two
668624,Popeyes,https://www.swiggy.com/dapi/menu/pl?restaurantId=668624,bangalore,BTM Layout,"Burgers, Fast Food, Rolls & Wraps",4.4,5.7K+,1,0,₹350 for two
307,A2B - Adyar Ananda Bhavan,https://www.swiggy.com/dapi/menu/pl?restaurantId=307,bangalore,BTM Layout,"South Indian, Sweets, Chinese",4.5,89K+,1,0,₹300 for two
819537,GLOBO Ice Creams Of The World,https://www.swiggy.com/dapi/menu/pl?restaurantId=819537,bangalore,Madiwala,"Ice Cream, Desserts, Bakery",4.6,35,1,0,₹150 for two
416927,Keventers Waffles & Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=416927,bangalore,BTM Layout,"Ice Cream, Desserts",4.4,558,1,0,₹200 for two
616090,"Bhatti Chicken - Grilled, NOT Fried!",https://www.swiggy.com/dapi/menu/pl?restaurantId=616090,bangalore,BTM Layout,"North Indian, Snacks, Fast Food, Tandoor",4.5,97,1,0,₹250 for two
740342,Hola Pasta - Fresh Gourmet Pasta,https://www.swiggy.com/dapi/menu/pl?restaurantId=740342,bangalore,Btm Layout,"Pastas, Italian, Desserts, Beverages",4.5,176,1,0,₹250 for two
692045,BOOM - Sub Style Sandwiches,https://www.swiggy.com/dapi/menu/pl?restaurantId=692045,bangalore,Btm Layout,"Snacks, Indian, Desserts",4.6,220,1,0,₹250 for two
32285,Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=32285,bangalore,BTM Layout,"Momos, Chinese, fastfood, Asian, Beverages",4.2,9.9K+,1,0,₹250 for two
10894,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10894,bangalore,BTM Layout,Pizzas,4.4,14K+,1,0,₹350 for two
1122081,Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1122081,bangalore,HSR,"North Indian, Street Food, Beverages",3.8,14,1,0,₹200 for two
334476,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=334476,bangalore,Jayanagar,"Burgers, Fast Food, Rolls & Wraps",4,8.6K+,1,0,₹400 for two
23683,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23683,bangalore,Btm Layout,"Burgers, Beverages, Cafe, Desserts",4.3,61K+,1,0,₹400 for two
380154,Kanti Sweets-Arekere,https://www.swiggy.com/dapi/menu/pl?restaurantId=380154,bangalore,BTM,Sweets,4.5,3.9K+,1,0,₹200 for two
35188,Savoury Seashell Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=35188,bangalore,Bannerghatta Road,"Arabian, Indian, Chinese, Tandoor, Biryani, Seafood, Kerala",4.2,23K+,1,0,₹450 for two
991399,Palooda,https://www.swiggy.com/dapi/menu/pl?restaurantId=991399,bangalore,Maruti Nagar,"Desserts, Ice Cream, Ice Cream Cakes",3.7,189,1,0,₹500 for two
752839,Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=752839,bangalore,BTM Layout,"sandwich, Salads, wrap, Healthy Food",4.3,2.0K+,1,0,₹350 for two
10581,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10581,bangalore,HSR Layout,Pizzas,4.2,21K+,1,0,₹300 for two
23682,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23682,bangalore,HSR Layout,"Burgers, Beverages, Cafe, Desserts",4.4,78K+,1,0,₹400 for two
23805,Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=23805,bangalore,HSR Layout,"Pizzas, Italian, Pastas, Desserts",4.5,18K+,1,0,₹400 for two
17310,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17310,bangalore,HSR Layout,"Burgers, Fast Food, Rolls & Wraps",4.2,42K+,1,0,₹400 for two
50467,Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=50467,bangalore,Koramangala,"Bakery, Desserts, Beverages, Snacks",4.5,13K+,1,0,₹300 for two
350220,Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=350220,bangalore,HSR Layout,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.4,3.7K+,1,0,₹400 for two
875710,Paris Panini - Gourmet Sandwiches & Wraps,https://www.swiggy.com/dapi/menu/pl?restaurantId=875710,bangalore,HSR,"sandwich, wrap, Fast Food, Pastas, Italian, Salads, Healthy Food, Desserts, Continental",4.6,4.3K+,1,0,₹700 for two
690684,Burgerama,https://www.swiggy.com/dapi/menu/pl?restaurantId=690684,bangalore,Koramangala,American,4.3,3.2K+,1,0,₹700 for two
398360,Burger Seigneur,https://www.swiggy.com/dapi/menu/pl?restaurantId=398360,bangalore,Bommanahalli,"American, Continental, Beverages",4.3,2.6K+,1,0,₹800 for two
875705,The Pizza Bakery - Wood Fired Sourdough,https://www.swiggy.com/dapi/menu/pl?restaurantId=875705,bangalore,HSR,"Pizzas, Italian, Pastas, Salads, Desserts, Continental",4.4,3.0K+,1,0,₹1500 for two
36001,California Burrito,https://www.swiggy.com/dapi/menu/pl?restaurantId=36001,bangalore,HSR Layout,"Mexican, American, Salads, Continental, Keto, Healthy Food, Beverages, Snacks, Desserts, Fast Food",4.6,42K+,1,0,₹250 for two
548400,Taco Bell,https://www.swiggy.com/dapi/menu/pl?restaurantId=548400,bangalore,HSR Layout,"Mexican, Fast Food, Snacks",4.3,6.2K+,1,0,₹300 for two
524936,Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=524936,bangalore,HSR Layout,"Desserts, Bakery, Beverages",4.5,9.3K+,1,0,₹400 for two
384149,Chaayos Chai+Snacks=Relax,https://www.swiggy.com/dapi/menu/pl?restaurantId=384149,bangalore,HSR Layout,"Beverages, Chaat, Snacks, Bakery, Street Food, healthy, Home Food, Maharashtrian, Italian, Desserts",4.5,4.3K+,1,0,₹250 for two
299893,Samosa Party,https://www.swiggy.com/dapi/menu/pl?restaurantId=299893,bangalore,HSR Layout,"Fast Food, Snacks, Beverages, Chaat, North Indian, Street Food, Sweets, Desserts, Punjabi, Bakery",4.4,7.0K+,1,0,₹150 for two
518778,Blue Tokai Coffee Roasters,https://www.swiggy.com/dapi/menu/pl?restaurantId=518778,bangalore,HSR Layout,"Cafe, Coffee, Beverages",4.5,1.9K+,1,0,₹600 for two
307540,SMOOR,https://www.swiggy.com/dapi/menu/pl?restaurantId=307540,bangalore,HSR Layout,"Desserts, Bakery",4.6,4.1K+,1,0,₹350 for two
2675,Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=2675,bangalore,HSR Layout,"sandwich, Salads, wrap, Healthy Food",4.3,53K+,1,0,₹350 for two
752437,Amadora Gourmet Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=752437,bangalore,Sector 4,"Ice Cream, Desserts",4.7,1.5K+,1,0,₹300 for two
342032,Bhartiya Jalpan,https://www.swiggy.com/dapi/menu/pl?restaurantId=342032,bangalore,HSR Layout,"North Indian, Beverages, Chaat",4.3,23K+,1,0,₹450 for two
10581,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10581,bangalore,HSR Layout,Pizzas,4.2,21K+,1,0,₹300 for two
1122081,Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1122081,bangalore,HSR,"North Indian, Street Food, Beverages",3.8,14,1,0,₹200 for two
1004018,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=1004018,bangalore,HSR,"Burgers, Fast Food, Rolls & Wraps",4,726,1,0,₹400 for two
23682,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23682,bangalore,HSR Layout,"Burgers, Beverages, Cafe, Desserts",4.4,78K+,1,0,₹400 for two
1004721,Mr Phillys American Cheeseburgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=1004721,bangalore,HSR,"American, Biryani, Fast Food, Burgers, wrap, Salads",4.4,4.4K+,1,0,₹500 for two
23805,Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=23805,bangalore,HSR Layout,"Pizzas, Italian, Pastas, Desserts",4.5,18K+,1,0,₹400 for two
619503,Litti Heist,https://www.swiggy.com/dapi/menu/pl?restaurantId=619503,bangalore,Koramangala,"North Indian, Bihari",4.3,17K+,1,0,₹200 for two
524353, Irani Std. Tea,https://www.swiggy.com/dapi/menu/pl?restaurantId=524353,bangalore,HSR Layout,"Snacks, Beverages, Bakery, Desserts, Fast Food",4.5,7.8K+,1,0,₹100 for two
10581,Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10581,bangalore,HSR Layout,Pizzas,4.2,21K+,1,0,₹300 for two
23682,McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23682,bangalore,HSR Layout,"Burgers, Beverages, Cafe, Desserts",4.4,78K+,1,0,₹400 for two
23805,Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=23805,bangalore,HSR Layout,"Pizzas, Italian, Pastas, Desserts",4.5,18K+,1,0,₹400 for two
17310,KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17310,bangalore,HSR Layout,"Burgers, Fast Food, Rolls & Wraps",4.2,42K+,1,0,₹400 for two
50467,Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=50467,bangalore,Koramangala,"Bakery, Desserts, Beverages, Snacks",4.5,13K+,1,0,₹300 for two
350220,Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=350220,bangalore,HSR Layout,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.4,3.7K+,1,0,₹400 for two
875710,Paris Panini - Gourmet Sandwiches & Wraps,https://www.swiggy.com/dapi/menu/pl?restaurantId=875710,bangalore,HSR,"sandwich, wrap, Fast Food, Pastas, Italian, Salads, Healthy Food, Desserts, Continental",4.6,4.3K+,1,0,₹700 for two
398360,Burger Seigneur,https://www.swiggy.com/dapi/menu/pl?restaurantId=398360,bangalore,Bommanahalli,"American, Continental, Beverages",4.3,2.6K+,1,0,₹800 for two
875705,The Pizza Bakery - Wood Fired Sourdough,https://www.swiggy.com/dapi/menu/pl?restaurantId=875705,bangalore,HSR,"Pizzas, Italian, Pastas, Salads, Desserts, Continental",4.4,3.0K+,1,0,₹1500 for two
36001,California Burrito,https://www.swiggy.com/dapi/menu/pl?restaurantId=36001,bangalore,HSR Layout,"Mexican, American, Salads, Continental, Keto, Healthy Food, Beverages, Snacks, Desserts, Fast Food",4.6,42K+,1,0,₹250 for two
548400,Taco Bell,https://www.swiggy.com/dapi/menu/pl?restaurantId=548400,bangalore,HSR Layout,"Mexican, Fast Food, Snacks",4.3,6.2K+,1,0,₹300 for two
524936,Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=524936,bangalore,HSR Layout,"Desserts, Bakery, Beverages",4.5,9.3K+,1,0,₹400 for two
